,title,gross_worldwide,movie_id,year,plot,clean_plot,token_plot,lemma_plot,stem_plot,lemma_plot2
809,The Vow,"$196,114,570",1606389,2012,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.::IMDb Editor",a car accident puts paige in a coma  and when she wakes up with severe memory loss  her husband leo works to win her heart again   imdb editor,"['a', 'car', 'accident', 'puts', 'paige', 'in', 'a', 'coma', 'and', 'when', 'she', 'wakes', 'up', 'with', 'severe', 'memory', 'loss', 'her', 'husband', 'leo', 'works', 'to', 'win', 'her', 'heart', 'again', 'imdb', 'editor']","['car', 'accident', 'put', 'paige', 'coma', 'wake', 'severe', 'memory', 'loss', 'husband', 'leo', 'work', 'win', 'heart', 'imdb', 'editor']","['car', 'accid', 'put', 'paig', 'coma', 'wake', 'sever', 'memori', 'loss', 'husband', 'leo', 'work', 'win', 'heart', 'imdb', 'editor']","['car', 'accident', 'put', 'paige', 'coma', 'wake', 'severe', 'memory', 'loss', 'husband', 'leo', 'work', 'win', 'heart', 'imdb', 'editor']"
810,Anger Management,"$195,745,823",1986770,2012,"Ex baseball player Charlie is an anger management therapist with small group sessions at home. He has an OCD teen daughter, an ex-wife and a sex buddy/therapist.::Scott Filtenborg",ex baseball player charlie is an anger management therapist with small group sessions at home  he has an ocd teen daughter  an ex wife and a sex buddy therapist   scott filtenborg,"['ex', 'baseball', 'player', 'charlie', 'is', 'an', 'anger', 'management', 'therapist', 'with', 'small', 'group', 'sessions', 'at', 'home', 'he', 'has', 'an', 'ocd', 'teen', 'daughter', 'an', 'ex', 'wife', 'and', 'a', 'sex', 'buddy', 'therapist', 'scott', 'filtenborg']","['ex', 'baseball', 'player', 'charlie', 'anger', 'management', 'therapist', 'small', 'group', 'session', 'home', 'ha', 'ocd', 'teen', 'daughter', 'ex', 'wife', 'sex', 'buddy', 'therapist', 'scott', 'filtenborg']","['ex', 'basebal', 'player', 'charli', 'anger', 'manag', 'therapist', 'small', 'group', 'session', 'home', 'ha', 'ocd', 'teen', 'daughter', 'ex', 'wife', 'sex', 'buddi', 'therapist', 'scott', 'filtenborg']","['ex', 'baseball', 'player', 'charlie', 'anger', 'management', 'therapist', 'small', 'group', 'session', 'home', 'ha', 'ocd', 'teen', 'daughter', 'ex', 'wife', 'sex', 'buddy', 'therapist', 'scott', 'filtenborg']"
811,Tropic Thunder,"$195,702,811",942385,2008,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.::Anonymous",through a series of freak occurrences  a group of actors shooting a big budget war movie are forced to become the soldiers they are portraying   anonymous,"['through', 'a', 'series', 'of', 'freak', 'occurrences', 'a', 'group', 'of', 'actors', 'shooting', 'a', 'big', 'budget', 'war', 'movie', 'are', 'forced', 'to', 'become', 'the', 'soldiers', 'they', 'are', 'portraying', 'anonymous']","['series', 'freak', 'occurrence', 'group', 'actor', 'shooting', 'big', 'budget', 'war', 'movie', 'forced', 'become', 'soldier', 'portraying', 'anonymous']","['seri', 'freak', 'occurr', 'group', 'actor', 'shoot', 'big', 'budget', 'war', 'movi', 'forc', 'becom', 'soldier', 'portray', 'anonym']","['series', 'freak', 'occurrence', 'group', 'actor', 'shoot', 'big', 'budget', 'war', 'movie', 'force', 'become', 'soldier', 'portray', 'anonymous']"
812,The Shape of Water,"$195,333,312",5580390,2017,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",at a top secret research facility in the s  a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity,"['at', 'a', 'top', 'secret', 'research', 'facility', 'in', 'the', 's', 'a', 'lonely', 'janitor', 'forms', 'a', 'unique', 'relationship', 'with', 'an', 'amphibious', 'creature', 'that', 'is', 'being', 'held', 'in', 'captivity']","['top', 'secret', 'research', 'facility', 'lonely', 'janitor', 'form', 'unique', 'relationship', 'amphibious', 'creature', 'held', 'captivity']","['top', 'secret', 'research', 'facil', 'lone', 'janitor', 'form', 'uniqu', 'relationship', 'amphibi', 'creatur', 'held', 'captiv']","['top', 'secret', 'research', 'facility', 'lonely', 'janitor', 'form', 'unique', 'relationship', 'amphibious', 'creature', 'held', 'captivity']"
813,The Pelican Brief,"$195,268,056",107798,1993,"A law student uncovers a conspiracy, putting herself and others in danger.::Anonymous",a law student uncovers a conspiracy  putting herself and others in danger   anonymous,"['a', 'law', 'student', 'uncovers', 'a', 'conspiracy', 'putting', 'herself', 'and', 'others', 'in', 'danger', 'anonymous']","['law', 'student', 'uncovers', 'conspiracy', 'putting', 'others', 'danger', 'anonymous']","['law', 'student', 'uncov', 'conspiraci', 'put', 'danger', 'anonym']","['law', 'student', 'uncovers', 'conspiracy', 'put', 'others', 'danger', 'anonymous']"
814,The BFG,"$195,243,411",3691740,2016,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.::MadMovieManiac",an orphan little girl befriends a benevolent giant who takes her to giant country  where they attempt to stop the man eating giants that are invading the human world   madmoviemaniac,"['an', 'orphan', 'little', 'girl', 'befriends', 'a', 'benevolent', 'giant', 'who', 'takes', 'her', 'to', 'giant', 'country', 'where', 'they', 'attempt', 'to', 'stop', 'the', 'man', 'eating', 'giants', 'that', 'are', 'invading', 'the', 'human', 'world', 'madmoviemaniac']","['orphan', 'little', 'girl', 'befriends', 'benevolent', 'giant', 'take', 'giant', 'country', 'attempt', 'stop', 'man', 'eating', 'giant', 'invading', 'human', 'world', 'madmoviemaniac']","['orphan', 'littl', 'girl', 'befriend', 'benevol', 'giant', 'take', 'giant', 'countri', 'attempt', 'stop', 'man', 'eat', 'giant', 'invad', 'human', 'world', 'madmoviemaniac']","['orphan', 'little', 'girl', 'befriends', 'benevolent', 'giant', 'take', 'giant', 'country', 'attempt', 'stop', 'man', 'eat', 'giant', 'invade', 'human', 'world', 'madmoviemaniac']"
815,Rocketman,"$195,179,299",2066051,2019,A musical fantasy about the fantastical human story of Elton John's breakthrough years.::Paramount Pictures,a musical fantasy about the fantastical human story of elton john s breakthrough years   paramount pictures,"['a', 'musical', 'fantasy', 'about', 'the', 'fantastical', 'human', 'story', 'of', 'elton', 'john', 's', 'breakthrough', 'years', 'paramount', 'pictures']","['musical', 'fantasy', 'fantastical', 'human', 'story', 'elton', 'john', 'breakthrough', 'year', 'paramount', 'picture']","['music', 'fantasi', 'fantast', 'human', 'stori', 'elton', 'john', 'breakthrough', 'year', 'paramount', 'pictur']","['musical', 'fantasy', 'fantastical', 'human', 'story', 'elton', 'john', 'breakthrough', 'year', 'paramount', 'picture']"
816,The Intern,"$194,564,672",2361509,2015,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.::Warner Bros.",seventy year old widower ben whittaker has discovered that retirement isn t all it s cracked up to be  seizing an opportunity to get back in the game  he becomes a senior intern at an online fashion site  founded and run by jules ostin   warner bros,"['seventy', 'year', 'old', 'widower', 'ben', 'whittaker', 'has', 'discovered', 'that', 'retirement', 'isn', 't', 'all', 'it', 's', 'cracked', 'up', 'to', 'be', 'seizing', 'an', 'opportunity', 'to', 'get', 'back', 'in', 'the', 'game', 'he', 'becomes', 'a', 'senior', 'intern', 'at', 'an', 'online', 'fashion', 'site', 'founded', 'and', 'run', 'by', 'jules', 'ostin', 'warner', 'bros']","['seventy', 'year', 'old', 'widower', 'ben', 'whittaker', 'ha', 'discovered', 'retirement', 'cracked', 'seizing', 'opportunity', 'get', 'back', 'game', 'becomes', 'senior', 'intern', 'online', 'fashion', 'site', 'founded', 'run', 'jules', 'ostin', 'warner', 'bros']","['seventi', 'year', 'old', 'widow', 'ben', 'whittak', 'ha', 'discov', 'retir', 'crack', 'seiz', 'opportun', 'get', 'back', 'game', 'becom', 'senior', 'intern', 'onlin', 'fashion', 'site', 'found', 'run', 'jule', 'ostin', 'warner', 'bros']","['seventy', 'year', 'old', 'widower', 'ben', 'whittaker', 'ha', 'discover', 'retirement', 'crack', 'seize', 'opportunity', 'get', 'back', 'game', 'becomes', 'senior', 'intern', 'online', 'fashion', 'site', 'found', 'run', 'jules', 'ostin', 'warner', 'bros']"
817,Downton Abbey,"$194,273,763",1606375,2010,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.::Kenneth Chisholm,a chronicle of the lives of the british aristocratic crawley family and their servants in the early twentieth century   kenneth chisholm,"['a', 'chronicle', 'of', 'the', 'lives', 'of', 'the', 'british', 'aristocratic', 'crawley', 'family', 'and', 'their', 'servants', 'in', 'the', 'early', 'twentieth', 'century', 'kenneth', 'chisholm']","['chronicle', 'life', 'british', 'aristocratic', 'crawley', 'family', 'servant', 'early', 'twentieth', 'century', 'kenneth', 'chisholm']","['chronicl', 'life', 'british', 'aristocrat', 'crawley', 'famili', 'servant', 'earli', 'twentieth', 'centuri', 'kenneth', 'chisholm']","['chronicle', 'life', 'british', 'aristocratic', 'crawley', 'family', 'servant', 'early', 'twentieth', 'century', 'kenneth', 'chisholm']"
818,Wallace & Gromit: The Curse of the Were-Rabbit,"$194,111,171",312004,2005,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.::IMDb Editors",wallace and his loyal dog  gromit  set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest   imdb editors,"['wallace', 'and', 'his', 'loyal', 'dog', 'gromit', 'set', 'out', 'to', 'discover', 'the', 'mystery', 'behind', 'the', 'garden', 'sabotage', 'that', 'plagues', 'their', 'village', 'and', 'threatens', 'the', 'annual', 'giant', 'vegetable', 'growing', 'contest', 'imdb', 'editors']","['wallace', 'loyal', 'dog', 'gromit', 'set', 'discover', 'mystery', 'behind', 'garden', 'sabotage', 'plague', 'village', 'threatens', 'annual', 'giant', 'vegetable', 'growing', 'contest', 'imdb', 'editor']","['wallac', 'loyal', 'dog', 'gromit', 'set', 'discov', 'mysteri', 'behind', 'garden', 'sabotag', 'plagu', 'villag', 'threaten', 'annual', 'giant', 'veget', 'grow', 'contest', 'imdb', 'editor']","['wallace', 'loyal', 'dog', 'gromit', 'set', 'discover', 'mystery', 'behind', 'garden', 'sabotage', 'plague', 'village', 'threatens', 'annual', 'giant', 'vegetable', 'grow', 'contest', 'imdb', 'editor']"
819,Gnomeo & Juliet,"$193,967,670",377981,2011,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?::Scott Filtenborg",separated by a garden fence and a feud  are blue gnomes on one side and red gnomes on the other  this doesn t stop blue gnomeo and red juliet from falling in love with each other  do they have a future together   scott filtenborg,"['separated', 'by', 'a', 'garden', 'fence', 'and', 'a', 'feud', 'are', 'blue', 'gnomes', 'on', 'one', 'side', 'and', 'red', 'gnomes', 'on', 'the', 'other', 'this', 'doesn', 't', 'stop', 'blue', 'gnomeo', 'and', 'red', 'juliet', 'from', 'falling', 'in', 'love', 'with', 'each', 'other', 'do', 'they', 'have', 'a', 'future', 'together', 'scott', 'filtenborg']","['separated', 'garden', 'fence', 'feud', 'blue', 'gnome', 'one', 'side', 'red', 'gnome', 'stop', 'blue', 'gnomeo', 'red', 'juliet', 'falling', 'love', 'future', 'together', 'scott', 'filtenborg']","['separ', 'garden', 'fenc', 'feud', 'blue', 'gnome', 'one', 'side', 'red', 'gnome', 'stop', 'blue', 'gnomeo', 'red', 'juliet', 'fall', 'love', 'futur', 'togeth', 'scott', 'filtenborg']","['separate', 'garden', 'fence', 'feud', 'blue', 'gnome', 'one', 'side', 'red', 'gnome', 'stop', 'blue', 'gnomeo', 'red', 'juliet', 'fall', 'love', 'future', 'together', 'scott', 'filtenborg']"
820,The Sum of All Fears,"$193,921,372",164184,2002,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.::assmn316",cia analyst jack ryan must stop the plans of a neo nazi faction that threatens to induce a catastrophic conflict between the united states and russia s president by detonating a nuclear weapon at a football game in baltimore  maryland   assmn,"['cia', 'analyst', 'jack', 'ryan', 'must', 'stop', 'the', 'plans', 'of', 'a', 'neo', 'nazi', 'faction', 'that', 'threatens', 'to', 'induce', 'a', 'catastrophic', 'conflict', 'between', 'the', 'united', 'states', 'and', 'russia', 's', 'president', 'by', 'detonating', 'a', 'nuclear', 'weapon', 'at', 'a', 'football', 'game', 'in', 'baltimore', 'maryland', 'assmn']","['cia', 'analyst', 'jack', 'ryan', 'must', 'stop', 'plan', 'neo', 'nazi', 'faction', 'threatens', 'induce', 'catastrophic', 'conflict', 'united', 'state', 'russia', 'president', 'detonating', 'nuclear', 'weapon', 'football', 'game', 'baltimore', 'maryland', 'assmn']","['cia', 'analyst', 'jack', 'ryan', 'must', 'stop', 'plan', 'neo', 'nazi', 'faction', 'threaten', 'induc', 'catastroph', 'conflict', 'unit', 'state', 'russia', 'presid', 'deton', 'nuclear', 'weapon', 'footbal', 'game', 'baltimor', 'maryland', 'assmn']","['cia', 'analyst', 'jack', 'ryan', 'must', 'stop', 'plan', 'neo', 'nazi', 'faction', 'threatens', 'induce', 'catastrophic', 'conflict', 'united', 'state', 'russia', 'president', 'detonate', 'nuclear', 'weapon', 'football', 'game', 'baltimore', 'maryland', 'assmn']"
821,Gangs of New York,"$193,772,504",217505,2002,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.::Shannon Patrick Sullivan <shannon@mun.ca>",in   amsterdam vallon returns to the five points area of new york city seeking revenge against bill the butcher  his father s killer   shannon patrick sullivan  shannon mun ca,"['in', 'amsterdam', 'vallon', 'returns', 'to', 'the', 'five', 'points', 'area', 'of', 'new', 'york', 'city', 'seeking', 'revenge', 'against', 'bill', 'the', 'butcher', 'his', 'father', 's', 'killer', 'shannon', 'patrick', 'sullivan', 'shannon', 'mun', 'ca']","['amsterdam', 'vallon', 'return', 'five', 'point', 'area', 'new', 'york', 'city', 'seeking', 'revenge', 'bill', 'butcher', 'father', 'killer', 'shannon', 'patrick', 'sullivan', 'shannon', 'mun', 'ca']","['amsterdam', 'vallon', 'return', 'five', 'point', 'area', 'new', 'york', 'citi', 'seek', 'reveng', 'bill', 'butcher', 'father', 'killer', 'shannon', 'patrick', 'sullivan', 'shannon', 'mun', 'ca']","['amsterdam', 'vallon', 'return', 'five', 'point', 'area', 'new', 'york', 'city', 'seek', 'revenge', 'bill', 'butcher', 'father', 'killer', 'shannon', 'patrick', 'sullivan', 'shannon', 'mun', 'ca']"
822,The Monkey King 2,"$193,678,298",4591310,2016,"When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon.",when a travelling monk is stranded in a wasteland  the monkey king must escort him across the land to retrieve sacred scriptures and protect him from an evil demon,"['when', 'a', 'travelling', 'monk', 'is', 'stranded', 'in', 'a', 'wasteland', 'the', 'monkey', 'king', 'must', 'escort', 'him', 'across', 'the', 'land', 'to', 'retrieve', 'sacred', 'scriptures', 'and', 'protect', 'him', 'from', 'an', 'evil', 'demon']","['travelling', 'monk', 'stranded', 'wasteland', 'monkey', 'king', 'must', 'escort', 'across', 'land', 'retrieve', 'sacred', 'scripture', 'protect', 'evil', 'demon']","['travel', 'monk', 'strand', 'wasteland', 'monkey', 'king', 'must', 'escort', 'across', 'land', 'retriev', 'sacr', 'scriptur', 'protect', 'evil', 'demon']","['travel', 'monk', 'strand', 'wasteland', 'monkey', 'king', 'must', 'escort', 'across', 'land', 'retrieve', 'sacred', 'scripture', 'protect', 'evil', 'demon']"
823,Paranormal Activity,"$193,355,800",1179904,2007,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.::Anonymous",after moving into a suburban home  a couple becomes increasingly disturbed by a nightly demonic presence   anonymous,"['after', 'moving', 'into', 'a', 'suburban', 'home', 'a', 'couple', 'becomes', 'increasingly', 'disturbed', 'by', 'a', 'nightly', 'demonic', 'presence', 'anonymous']","['moving', 'suburban', 'home', 'couple', 'becomes', 'increasingly', 'disturbed', 'nightly', 'demonic', 'presence', 'anonymous']","['move', 'suburban', 'home', 'coupl', 'becom', 'increas', 'disturb', 'night', 'demon', 'presenc', 'anonym']","['move', 'suburban', 'home', 'couple', 'becomes', 'increasingly', 'disturbed', 'nightly', 'demonic', 'presence', 'anonymous']"
824,Weathering with You,"$193,176,979",9426210,2019,A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.,a high school boy who has run away to tokyo befriends a girl who appears to be able to manipulate the weather,"['a', 'high', 'school', 'boy', 'who', 'has', 'run', 'away', 'to', 'tokyo', 'befriends', 'a', 'girl', 'who', 'appears', 'to', 'be', 'able', 'to', 'manipulate', 'the', 'weather']","['high', 'school', 'boy', 'ha', 'run', 'away', 'tokyo', 'befriends', 'girl', 'appears', 'able', 'manipulate', 'weather']","['high', 'school', 'boy', 'ha', 'run', 'away', 'tokyo', 'befriend', 'girl', 'appear', 'abl', 'manipul', 'weather']","['high', 'school', 'boy', 'ha', 'run', 'away', 'tokyo', 'befriends', 'girl', 'appear', 'able', 'manipulate', 'weather']"
825,The Post,"$192,938,646",6294822,2017,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.::Twentieth Century Fox,a cover up spanning four u s  presidents pushes the country s first female newspaper publisher and her editor to join an unprecedented battle between press and government   twentieth century fox,"['a', 'cover', 'up', 'spanning', 'four', 'u', 's', 'presidents', 'pushes', 'the', 'country', 's', 'first', 'female', 'newspaper', 'publisher', 'and', 'her', 'editor', 'to', 'join', 'an', 'unprecedented', 'battle', 'between', 'press', 'and', 'government', 'twentieth', 'century', 'fox']","['cover', 'spanning', 'four', 'u', 'president', 'push', 'country', 'first', 'female', 'newspaper', 'publisher', 'editor', 'join', 'unprecedented', 'battle', 'press', 'government', 'twentieth', 'century', 'fox']","['cover', 'span', 'four', 'u', 'presid', 'push', 'countri', 'first', 'femal', 'newspap', 'publish', 'editor', 'join', 'unpreced', 'battl', 'press', 'govern', 'twentieth', 'centuri', 'fox']","['cover', 'span', 'four', 'u', 'president', 'push', 'country', 'first', 'female', 'newspaper', 'publisher', 'editor', 'join', 'unprecedented', 'battle', 'press', 'government', 'twentieth', 'century', 'fox']"
826,The Equalizer,"$192,330,738",455944,2014,"A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life, before he meets a young girl under the control of ultra-violent Russian gangsters and can't stand idly by.::Sony Pictures Entertainment",a man believes he has put his mysterious past behind him and has dedicated himself to beginning a new  quiet life  before he meets a young girl under the control of ultra violent russian gangsters and can t stand idly by   sony pictures entertainment,"['a', 'man', 'believes', 'he', 'has', 'put', 'his', 'mysterious', 'past', 'behind', 'him', 'and', 'has', 'dedicated', 'himself', 'to', 'beginning', 'a', 'new', 'quiet', 'life', 'before', 'he', 'meets', 'a', 'young', 'girl', 'under', 'the', 'control', 'of', 'ultra', 'violent', 'russian', 'gangsters', 'and', 'can', 't', 'stand', 'idly', 'by', 'sony', 'pictures', 'entertainment']","['man', 'belief', 'ha', 'put', 'mysterious', 'past', 'behind', 'ha', 'dedicated', 'beginning', 'new', 'quiet', 'life', 'meet', 'young', 'girl', 'control', 'ultra', 'violent', 'russian', 'gangster', 'stand', 'idly', 'sony', 'picture', 'entertainment']","['man', 'belief', 'ha', 'put', 'mysteri', 'past', 'behind', 'ha', 'dedic', 'begin', 'new', 'quiet', 'life', 'befor', 'meet', 'young', 'girl', 'control', 'ultra', 'violent', 'russian', 'gangster', 'stand', 'idl', 'soni', 'pictur', 'entertain']","['man', 'belief', 'ha', 'put', 'mysterious', 'past', 'behind', 'ha', 'dedicate', 'begin', 'new', 'quiet', 'life', 'meet', 'young', 'girl', 'control', 'ultra', 'violent', 'russian', 'gangster', 'stand', 'idly', 'sony', 'picture', 'entertainment']"
827,The LEGO Movie 2: The Second Part,"$192,306,508",3513498,2019,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.::Warner Bros.",it s been five years since everything was awesome and the citizens are facing a huge new threat  lego duplo invaders from outer space  wrecking everything faster than they can rebuild   warner bros,"['it', 's', 'been', 'five', 'years', 'since', 'everything', 'was', 'awesome', 'and', 'the', 'citizens', 'are', 'facing', 'a', 'huge', 'new', 'threat', 'lego', 'duplo', 'invaders', 'from', 'outer', 'space', 'wrecking', 'everything', 'faster', 'than', 'they', 'can', 'rebuild', 'warner', 'bros']","['five', 'year', 'since', 'everything', 'wa', 'awesome', 'citizen', 'facing', 'huge', 'new', 'threat', 'lego', 'duplo', 'invader', 'outer', 'space', 'wrecking', 'everything', 'faster', 'rebuild', 'warner', 'bros']","['five', 'year', 'sinc', 'everyth', 'wa', 'awesom', 'citizen', 'face', 'huge', 'new', 'threat', 'lego', 'duplo', 'invad', 'outer', 'space', 'wreck', 'everyth', 'faster', 'rebuild', 'warner', 'bros']","['five', 'year', 'since', 'everything', 'wa', 'awesome', 'citizen', 'face', 'huge', 'new', 'threat', 'lego', 'duplo', 'invader', 'outer', 'space', 'wreck', 'everything', 'faster', 'rebuild', 'warner', 'bros']"
828,The Longest Yard,"$191,466,556",398165,2005,Prison inmates form a football team to challenge the prison guards.::monkeykingma,prison inmates form a football team to challenge the prison guards   monkeykingma,"['prison', 'inmates', 'form', 'a', 'football', 'team', 'to', 'challenge', 'the', 'prison', 'guards', 'monkeykingma']","['prison', 'inmate', 'form', 'football', 'team', 'challenge', 'prison', 'guard', 'monkeykingma']","['prison', 'inmat', 'form', 'footbal', 'team', 'challeng', 'prison', 'guard', 'monkeykingma']","['prison', 'inmate', 'form', 'football', 'team', 'challenge', 'prison', 'guard', 'monkeykingma']"
829,Cheaper by the Dozen,"$190,538,630",349205,2003,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.::monkeykingma",with his wife doing a book tour  a father of twelve must handle a new job and his unstable brood   monkeykingma,"['with', 'his', 'wife', 'doing', 'a', 'book', 'tour', 'a', 'father', 'of', 'twelve', 'must', 'handle', 'a', 'new', 'job', 'and', 'his', 'unstable', 'brood', 'monkeykingma']","['wife', 'book', 'tour', 'father', 'twelve', 'must', 'handle', 'new', 'job', 'unstable', 'brood', 'monkeykingma']","['wife', 'book', 'tour', 'father', 'twelv', 'must', 'handl', 'new', 'job', 'unstabl', 'brood', 'monkeykingma']","['wife', 'book', 'tour', 'father', 'twelve', 'must', 'handle', 'new', 'job', 'unstable', 'brood', 'monkeykingma']"
830,The Equalizer 2,"$190,400,157",3766354,2018,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?::Sony Pictures",robert mccall serves an unflinching justice for the exploited and oppressed  but how far will he go when that is someone he loves   sony pictures,"['robert', 'mccall', 'serves', 'an', 'unflinching', 'justice', 'for', 'the', 'exploited', 'and', 'oppressed', 'but', 'how', 'far', 'will', 'he', 'go', 'when', 'that', 'is', 'someone', 'he', 'loves', 'sony', 'pictures']","['robert', 'mccall', 'serf', 'unflinching', 'justice', 'exploited', 'oppressed', 'far', 'go', 'someone', 'love', 'sony', 'picture']","['robert', 'mccall', 'serf', 'unflinch', 'justic', 'exploit', 'oppress', 'far', 'go', 'someon', 'love', 'soni', 'pictur']","['robert', 'mccall', 'serf', 'unflinching', 'justice', 'exploit', 'oppress', 'far', 'go', 'someone', 'love', 'sony', 'picture']"
831,Hollow Man,"$190,213,455",164052,2000,"When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences.",when the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility  he slowly unravels and turns against them  with horrific consequences,"['when', 'the', 'leader', 'of', 'a', 'team', 'of', 'scientists', 'volunteers', 'to', 'be', 'the', 'test', 'subject', 'for', 'their', 'experiment', 'in', 'human', 'invisibility', 'he', 'slowly', 'unravels', 'and', 'turns', 'against', 'them', 'with', 'horrific', 'consequences']","['leader', 'team', 'scientist', 'volunteer', 'test', 'subject', 'experiment', 'human', 'invisibility', 'slowly', 'unravels', 'turn', 'horrific', 'consequence']","['leader', 'team', 'scientist', 'volunt', 'test', 'subject', 'experi', 'human', 'invis', 'slowli', 'unravel', 'turn', 'horrif', 'consequ']","['leader', 'team', 'scientist', 'volunteer', 'test', 'subject', 'experiment', 'human', 'invisibility', 'slowly', 'unravels', 'turn', 'horrific', 'consequence']"
832,Outbreak,"$189,859,560",114069,1995,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.::rdarnow,army doctors struggle to find a cure for a deadly virus spreading throughout a california town that was brought to america by an african monkey   rdarnow,"['army', 'doctors', 'struggle', 'to', 'find', 'a', 'cure', 'for', 'a', 'deadly', 'virus', 'spreading', 'throughout', 'a', 'california', 'town', 'that', 'was', 'brought', 'to', 'america', 'by', 'an', 'african', 'monkey', 'rdarnow']","['army', 'doctor', 'struggle', 'find', 'cure', 'deadly', 'virus', 'spreading', 'throughout', 'california', 'town', 'wa', 'brought', 'america', 'african', 'monkey', 'rdarnow']","['armi', 'doctor', 'struggl', 'find', 'cure', 'dead', 'virus', 'spread', 'throughout', 'california', 'town', 'wa', 'brought', 'america', 'african', 'monkey', 'rdarnow']","['army', 'doctor', 'struggle', 'find', 'cure', 'deadly', 'virus', 'spread', 'throughout', 'california', 'town', 'wa', 'brought', 'america', 'african', 'monkey', 'rdarnow']"
833,The Santa Clause,"$189,833,357",111070,1994,"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.::Kenneth Chisholm",when a man inadvertently makes santa fall off of his roof on christmas eve  he finds himself magically recruited to take his place   kenneth chisholm,"['when', 'a', 'man', 'inadvertently', 'makes', 'santa', 'fall', 'off', 'of', 'his', 'roof', 'on', 'christmas', 'eve', 'he', 'finds', 'himself', 'magically', 'recruited', 'to', 'take', 'his', 'place', 'kenneth', 'chisholm']","['man', 'inadvertently', 'make', 'santa', 'fall', 'roof', 'christmas', 'eve', 'find', 'magically', 'recruited', 'take', 'place', 'kenneth', 'chisholm']","['man', 'inadvert', 'make', 'santa', 'fall', 'roof', 'christma', 'eve', 'find', 'magic', 'recruit', 'take', 'place', 'kenneth', 'chisholm']","['man', 'inadvertently', 'make', 'santa', 'fall', 'roof', 'christmas', 'eve', 'find', 'magically', 'recruit', 'take', 'place', 'kenneth', 'chisholm']"
834,The White Storm 2: Drug Lords,"$189,396,380",8239806,2019,"A wealthy businessman tries to take down a drug kingpin that he used to work with, while a policeman tries to find justice without breaking the law.",a wealthy businessman tries to take down a drug kingpin that he used to work with  while a policeman tries to find justice without breaking the law,"['a', 'wealthy', 'businessman', 'tries', 'to', 'take', 'down', 'a', 'drug', 'kingpin', 'that', 'he', 'used', 'to', 'work', 'with', 'while', 'a', 'policeman', 'tries', 'to', 'find', 'justice', 'without', 'breaking', 'the', 'law']","['wealthy', 'businessman', 'try', 'take', 'drug', 'kingpin', 'used', 'work', 'policeman', 'try', 'find', 'justice', 'without', 'breaking', 'law']","['wealthi', 'businessman', 'tri', 'take', 'drug', 'kingpin', 'use', 'work', 'policeman', 'tri', 'find', 'justic', 'without', 'break', 'law']","['wealthy', 'businessman', 'try', 'take', 'drug', 'kingpin', 'use', 'work', 'policeman', 'try', 'find', 'justice', 'without', 'break', 'law']"
